Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating
David Luiz,Arsenal,Center Back,33,2020/21,82,Hamstring injury,26-Oct-20,3-Nov-20,win,Sheffield,1,6.7,lose,Man City,-1,6.6,lose,Leicester,-1,6.8,win,Man United,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Wolves,-1,5.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
David Luiz,Arsenal,Center Back,33,2020/21,82,Neck injury,11-Sep-20,18-Sep-20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Fulham,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Liverpool,-2,5.2,win,Sheffield,1,6.7
David Luiz,Arsenal,Center Back,33,2020/21,82,Ill,25-Dec-20,1-Jan-21,draw,Southampton,0,6.2,lose,Everton,-1,6.5,N.A.,N.A.,N.A.,N.A.,win,Chelsea,2,win,Brighton,1,N.A.,N.A.,N.A.,draw,Crystal Palace,0,6.5,win,Newcastle,3,7,win,Southampton,2,7
David Luiz,Arsenal,Center Back,33,2020/21,82,Head injury,25-Dec-20,1-Jan-21,lose,Wolves,-1,5.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Tottenham,-2,lose,Burnley,-1,N.A.,N.A.,N.A.,draw,Southampton,0,6.2,lose,Everton,-1,6.5,N.A.,N.A.,N.A.,N.A.
Rob Holding,Arsenal,Center Back,25,2020/21,74,Hamstring injury,16-Oct-20,15-Dec-20,win,Fulham,3,7.3,win,West Ham,1,7,lose,Liverpool,-2,5.7,lose,Man City,-1,lose,Leicester,-1,N.A.,N.A.,N.A.,win,Man United,1,6.9,lose,Aston Villa,-3,6.4,draw,Leeds,0,6.4
Pablo Marí,Arsenal,Center Back,27,2020/21,75,Ankle injury,15-Jun-20,3-Dec-20,win,West Ham,1,7.1,lose,Man City,-3,5.8,N.A.,N.A.,N.A.,N.A.,lose,Brighton,-1,win,Southampton,2,win,Norwich City,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Pablo Marí,Arsenal,Center Back,27,2020/21,75,Calf injury,14-Jan-21,8-Feb-21,win,Chelsea,2,5.6,win,Brighton,1,7,win,West Brom,4,7.4,draw,Crystal Palace,0,win,Newcastle,3,win,Southampton,2,lose,Man City,-1,6.1,win,Leicester,2,6.1,draw,Burnley,0,6.8
Granit Xhaka,Arsenal,Defensive Midfielder,28,2020/21,83,Ill,1-Apr-21,4-Apr-21,draw,Burnley,0,5.9,win,Tottenham,1,7.5,draw,West Ham,0,6.7,lose,Liverpool,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Sheffield,3,6.8,lose,Fulham,0,7.6,lose,Everton,-1,7.3
Granit Xhaka,Arsenal,Defensive Midfielder,28,2020/21,83,Groin injury,6-May-21,16-May-21,draw,Fulham,0,7.6,lose,Everton,-1,7.3,win,Newcastle,2,7.8,win,West Brom,2,win,Chelsea,1,N.A.,N.A.,N.A.,win,Crystal Palace,2,6(S),win,Brighton,2,7.6,N.A.,N.A.,N.A.,N.A.
Dani Ceballos,Arsenal,Central Midfielder,24,2020/21,80,Calf injury,15-Jan-21,1-Feb-21,win,Brighton,1,6(S),win,West Brom,4,8.4,draw,Crystal Palace,0,7.2,win,Newcastle,3,win,Southampton,2,draw,Man United,0,win,Leeds,2,6.9,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Gabriel Martinelli,Arsenal,Left winger,20,2020/21,72,Ankle injury,9-Jan-21,17-Jan-21,lose,Everton,-1,6(S),win,Chelsea,2,5.7,win,Brighton,1,5.5,draw,Crystal Palace,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Newcastle,3,8(S),draw,Man United,0,6.1,N.A.,N.A.,N.A.,N.A.
Bukayo Saka,Arsenal,Right winger,19,2020/21,72,Hip problems,28-Jan-21,31-Jan-21,lose,Crystal Palace,0,7,win,Newcastle,3,8.3,win,Southampton,2,7.9,draw,Man United,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Wolves,-1,6.5,lose,Aston Villa,-1,7.5,win,Leeds,2,6.5
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Calf injury,17-Dec-20,28-Dec-20,lose,Tottenham,-2,5.4,lose,Burnley,-1,6.1,draw,Southampton,0,6.9,lose,Everton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brighton,1,6.2,win,West Brom,4,6.3,draw,Crystal Palace,0,6.7
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,Knock,18-Jan-21,1-Feb-21,win,West Brom,4,6.3,draw,Crystal Palace,0,6.7,win,Newcastle,3,8,win,Southampton,2,draw,Man United,0,N.A.,N.A.,N.A.,lose,Wolves,-1,5.9(S),lose,Aston Villa,-1,5.7(S),win,Leeds,2,9
Pierre-Emerick Aubameyang,Arsenal,Center Forward,32,2020/21,87,malaria,8-Apr-21,26-Apr-21,draw,Burnley,0,6.8,draw,West Ham,0,6,draw,Liverpool,-3,5.9,win,Sheffield,3,draw,Fulham,0,lose,Everton,-1,win,Newcastle,2,7,win,Chelsea,1,6.5,win,Crystal Palace,2,5.7
Alexandre Lacazette,Arsenal,Center Forward,29,2020/21,84,Dead leg,18-Apr-21,6-May-21,lose,Liverpool,-3,5.7,win,Sheffield,3,8.8,lose,Fulham,0,6.2,lose,Everton,-1,win,Newcastle,2,N.A.,N.A.,N.A.,win,West Brom,2,5.6(S),win,Chelsea,1,5(S),win,Brighton,2,6(S)
Gabriel Magalhães,Arsenal,Center Back,23,2020/21,80,Coronavirus,26-Dec-20,13-Jan-21,lose,Tottenham,-2,7,lose,Burnley,-1,6.3,draw,Southampton,0,6.2,lose,Chelsea,-1,win,Brighton,2,win,West Brom,1,lose,Wolves,-1,6.3(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Muscle injury,9-Nov-20,3-Dec-20,lose,Leicester,-1,6.4,win,Man United,1,8.1,lose,Aston Villa,-3,6.3,draw,Leeds,0,lose,Wolves,-1,N.A.,N.A.,N.A.,lose,Tottenham,-2,6.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hip injury,3-Dec-20,11-Jan-21,lose,Tottenham,-2,6.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Burnley,-1,draw,Southampton,0,lose,Everton,-1,draw,Crystal Palace,0,6.4(S),win,Newcastle,3,7.3,win,Southampton,2,6.4(S)
Thomas Partey,Arsenal,Defensive Midfielder,28,2020/21,84,Hamstring injury,4-Feb-21,22-Feb-21,draw,Man United,0,6.5,lose,Wolves,-1,6.7,lose,Aston Villa,-1,6.3,win,Leeds,2,lose,Man City,-1,N.A.,N.A.,N.A.,win,Leicester,2,6.6(S),draw,Burnley,0,6.4,win,Tottenham,1,6.7
Mohamed Elneny,Arsenal,Defensive Midfielder,28,2020/21,76,Virus,16-Nov-20,28-Nov-20,win,Man United,1,6.9,lose,Aston Villa,-3,6.3,N.A.,N.A.,N.A.,N.A.,draw,Leeds,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Burnley,-1,6.5,draw,Southampton,0,6.3,lose,Everton,-1,6.2
Martin Ødegaard,Arsenal,Attacking Midfielder,22,2020/21,75,Ankle injury,5-Apr-21,20-Apr-21,win,Tottenham,1,7.7,draw,West Ham,0,7.8,lose,Liverpool,-3,5.8,win,Sheffield,3,draw,Fulham,0,N.A.,N.A.,N.A.,lose,Everton,-1,6.1(S),win,Newcastle,2,6.4,win,Chelsea,1,6.3
Willian,Arsenal,Left winger,32,2020/21,85,Calf injury,23-Nov-20,28-Nov-20,lose,Liverpool,-2,5.8,win,Sheffield,1,6.1,lose,Man City,-1,5.8,lose,Leicester,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Man United,1,6.1,lose,Aston Villa,-3,6.3,draw,Leeds,0,6.1
Willian,Arsenal,Left winger,32,2020/21,85,Ill,25-Dec-20,1-Jan-21,lose,Tottenham,-2,7,lose,Burnley,-1,7.4,lose,Everton,-1,6.3,win,Chelsea,2,win,Brighton,1,N.A.,N.A.,N.A.,win,West Brom,4,6.7(S),win,Newcastle,3,6.2,win,Southampton,2,6.1
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Ankle problems,21-Oct-21,6-Nov-21,draw,Tottenham,0,6.7,draw,Brighton,0,5.9,win,Crystal Palace,2,6.4,win,Aston Villa,2,win,Leicester,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Kieran Tierney,Arsenal,Left Back,25,2021/22,79,Knee surgery,31-Mar-22,7-Jul-22,win,Leicester,2,6.6,lose,Liverpool,-2,6,win,Aston Villa,1,6.7,lose,Crystal Palace,-3,lose,Brighton,-1,lose,Southampton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Granit Xhaka,Arsenal,Defensive Midfielder,29,2021/22,83,Inner ligament injury,27-Sep-21,5-Dec-21,win,Tottenham,2,7.1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Brighton,0,draw,Crystal Palace,0,win,Aston Villa,2,win,Everton,1,6.3,win,Southampton,3,6.3,win,West Ham,2,7
Pierre-Emerick Aubameyang,Arsenal,Center Forward,33,2021/22,87,Coronavirus,2-Aug-21,16-Aug-21,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brentford,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Chelsea,-2,6,lose,Man City,-5,5.3,win,Norwich City,1,7
Alexandre Lacazette,Arsenal,Center Forward,31,2021/22,84,Coronavirus,14-Apr-22,19-Apr-22,win,Aston Villa,1,6.2,lose,Crystal Palace,-3,5.7,lose,Brighton,-1,5.4,lose,Southampton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Gabriel Magalhães,Arsenal,Center Back,24,2021/22,80,Knee injury,6-Jul-21,25-Aug-21,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brentford,-2,lose,Chelsea,-2,N.A.,N.A.,N.A.,win,Norwich City,1,8,win,Burnley,1,7.4,win,Tottenham,2,6
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Ankle injury,29-Jul-21,30-Aug-21,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brentford,-2,lose,Chelsea,-2,lose,Man City,-5,win,Norwich City,1,7,win,Burnley,1,6.5,win,Tottenham,2,6.8
Thomas Partey,Arsenal,Defensive Midfielder,29,2021/22,84,Knock,4-Apr-22,25-Jul-22,lose,Liverpool,-2,7.1,win,Aston Villa,1,7,lose,Crystal Palace,-3,5.8,lose,Brighton,-1,lose,Southampton,-1,win,Chelsea,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Ben White,Arsenal,Right Back,24,2021/22,76,Hamstring injury,25-Apr-22,15-May-22,lose,Southampton,-1,6.8,win,Chelsea,2,6.3,win,Man United,2,6.1,win,West Ham,1,win,Leeds,1,N.A.,N.A.,N.A.,lose,Newcastle,-2,5.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Takehiro Tomiyasu,Arsenal,Right Back,23,2021/22,78,Calf injury,20-Feb-22,21-Apr-22,lose,Man City,-1,6.4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Wolves,1,win,Watford,1,win,Leicester,2,N.A.,N.A.,N.A.,N.A.,win,West Ham,1,6.2,win,Leeds,1,7
Gabriel Martinelli,Arsenal,Left winger,22,2022/23,81,Ankle injury,14-May-23,1-Jun-23,win,Chelsea,2,5.8(S),win,Newcastle,2,7.3,lose,Brighton,-3,5.5,lose,Nottm Forest,-1,win,Wolves,5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Eddie Nketiah,Arsenal,Center Forward,24,2022/23,75,Ankle injury,2-Mar-23,13-Apr-23,win,Aston Villa,2,7,win,Leicester,1,5.5(S),win,Everton,4,6.9(S),win,Bournemouth,1,win,Fulham,3,win,Crystal Palace,3,N.A.,N.A.,N.A.,N.A.,draw,Southampton,0,5.3(S),lose,Man City,-3,6
William Saliba,Arsenal,Center Back,22,2022/23,82,Back injury,16-Mar-23,1-Jul-23,win,Everton,4,6.7,win,Bournemouth,1,7,win,Fulham,3,7.8,win,Crystal Palace,3,win,Leeds,3,draw,Liverpool,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Thomas Partey,Arsenal,Defensive Midfielder,30,2022/23,85,Thigh problems,25-Aug-22,15-Sep-22,win,Crystal Palace,2,7.6,win,Leicester,2,6.6,win,Bournemouth,3,7.2,win,Fulham,1,win,Aston Villa,1,lose,Man United,-2,win,Brentford,3,7,win,Tottenham,2,8.1,win,Liverpool,1,7
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Thigh problems,27-Aug-22,1-Nov-22,win,Fulham,1,6.7,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Aston Villa,1,lose,Man United,-2,lose,Brentford,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Mohamed Elneny,Arsenal,Defensive Midfielder,30,2022/23,77,Knee injury,14-Jan-23,20-Sep-23,N.A.,N.A.,N.A.,N.A.,win,West Ham,2,N.A.,win,Brighton,2,5.6(S),win,Tottenham,2,win,Man United,1,lose,Everton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,muscular problems,3-Nov-22,15-Nov-22,win,Leeds,1,6,draw,Southampton,0,7,win,Nottm Forest,5,6.5,win,Chelsea,1,win,Wolves,2,N.A.,N.A.,N.A.,win,Brighton,2,5.3(S),draw,Newcastle,0,6(S),win,Tottenham,2,N.A.
Takehiro Tomiyasu,Arsenal,Right Back,24,2022/23,79,Knee surgery,16-Mar-23,1-Jul-23,N.A.,N.A.,N.A.,N.A.,win,Bournemouth,1,6.8,win,Fulham,3,6(S),win,Crystal Palace,3,win,Leeds,3,draw,Liverpool,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Knee problems and Calf injury,26-Aug-22,1-Nov-22,win,Crystal Palace,2,7.7,win,Leicester,2,6.9,win,Bournemouth,3,7,win,Fulham,1,win,Aston Villa,1,win,Brentford,3,win,Chelsea,1,6.8,win,Wolves,2,7,win,West Ham,2,6(S)
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,unknown injury,14-Apr-23,17-Apr-23,win,Crystal Palace,3,6.5,win,Leeds,3,7,draw,Liverpool,0,6.6,draw,West Ham,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Southampton,0,6,lose,Man City,-3,5.6,win,Chelsea,2,7
Oleksandr Zinchenko,Arsenal,Left Back,26,2022/23,82,Calf muscle tear,7-May-23,18-Aug-23,lose,Man City,-3,5.6,lose,Chelsea,2,7,lose,Newcastle,2,6.8,lose,Brighton,-3,lose,Nottm Forest,-1,win,Wolves,5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Gabriel Jesus,Arsenal,Center Forward,26,2022/23,85,Knee injury,2-Dec-22,11-Mar-23,win,Nottm Forest,5,9.7,win,Chelsea,1,7.3,win,Wolves,2,6.5,win,West Ham,2,win,Brighton,2,draw,Newcastle,0,win,Fulham,3,7(S),win,Crystal Palace,3,6(S),win,Leeds,3,9
Gabriel Martinelli,Arsenal,Left winger,23,2023/24,83,Hamstring injury,17-Sep-23,7-Oct-23,draw,Fulham,0,7,win,Man United,2,7.2,win,Everton,1,5.7,draw,Tottenham,0,win,Bournemouth,4,N.A.,N.A.,N.A.,win,Man City,1,7.2(S),draw,Chelsea,0,6.6,win,Sheffield,5,7.2
Gabriel Martinelli,Arsenal,Left winger,23,2023/24,83,Foot injury,5-Mar-24,29-Mar-24,win,Burnley,5,6.4,win,Newcastle,3,7.4,win,Sheffield,6,8.2,win,Brentford,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Man City,0,8,N.A.,N.A.,N.A.,N.A.,win,Brighton,3,6.3(S)
Bukayo Saka,Arsenal,Right winger,22,2023/24,86,unknown injury,21-Mar-24,6-Apr-24,win,Sheffield,6,6.7,win,Brentford,1,6.8,lose,Man City,0,5.5,win,Luton Town,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brighton,3,7.3,lose,Aston Villa,-2,7,win,Wolves,2,7.1
Bukayo Saka,Arsenal,Right winger,22,2023/24,86,Thigh problems,3-Oct-23,21-Oct-23,win,Everton,1,7.1,draw,Tottenham,0,7.9,win,Bournemouth,4,7.5,win,Man City,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Chelsea,0,6.9,win,Sheffield,5,6.5,lose,Newcastle,-1,6.8
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Groin injury,2-Sep-23,3-Oct-23,win,Nottm Forest,1,7.6,win,Crystal Palace,1,7.6,draw,Fulham,0,6.9,win,Man United,2,win,Everton,1,draw,Tottenham,0,win,Man City,1,6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Thomas Partey,Arsenal,Defensive Midfielder,31,2023/24,84,Hamstring injury,9-Nov-23,29-Feb-24,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Burnley,2,win,Brentford,1,win,Wolves,1,win,Sheffield,6,6.8(S),N.A.,N.A.,N.A.,N.A.,draw,Man City,0,5.9(S)
Martin Ødegaard,Arsenal,Attacking Midfielder,25,2023/24,88,Hip problems,3-Nov-23,22-Nov-23,win,Bournemouth,4,8.5,win,Man City,1,6.7,draw,Chelsea,0,6,lose,Newcastle,-1,win,Burnley,2,N.A.,N.A.,N.A.,win,Brentford,1,6.5,win,Wolves,1,9.5,win,Luton Town,1,7.2
Ben White,Arsenal,Right Back,26,2023/24,82,Knee injury,9-Nov-23,20-Nov-23,draw,Chelsea,0,6.1,win,Sheffield,5,6.9,lose,Newcastle,-1,6.3,win,Burnley,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Wolves,1,6(S),win,Luton Town,1,7.2
Takehiro Tomiyasu,Arsenal,Right Back,25,2023/24,78,Calf injury,3-Dec-23,20-Mar-24,win,Burnley,2,6.7,win,Brentford,1,7.4,win,Wolves,1,7.1,win,Luton Town,1,lose,Aston Villa,-1,win,Brighton,2,draw,Man City,0,6.5(S),win,Luton Town,2,6.2(S),win,Brighton,3,5.9(S)
Oleksandr Zinchenko,Arsenal,Left Back,27,2023/24,80,Calf problems,30-Dec-23,18-Jan-24,win,Brighton,2,7.8,draw,Liverpool,0,6.8,lose,West Ham,-2,6.5,lose,Fulham,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Crystal Palace,5,7.8,win,Nottm Forest,1,8,win,Liverpool,2,6
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Hamstring injury,24-Oct-23,19-Nov-23,win,Bournemouth,4,6.7,win,Man City,1,6.5,draw,Chelsea,0,5.7,win,Sheffield,5,lose,Newcastle,-1,win,Burnley,2,win,Brentford,1,6.4,win,Wolves,1,5.9,win,Luton Town,1,8.6
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Knee injury,5-Jan-24,18-Jan-24,lose,Fulham,-1,6(S),win,Crystal Palace,5,7.5,win,Nottm Forest,1,7.9,win,Liverpool,2,win,West Ham,6,win,Burnley,5,win,Sheffield,6,6(S),win,Brentford,1,6(S),draw,Man City,0,6.6
Tyrone Mings,Aston Villa,Center Back,28,2019/20,75,Muscle strain,9-Dec-19,31-Dec-19,lose,Leicester,-4,5.3,lose,Chelsea,1,5.7,draw,Man United,0,6.8,win,Norwich City,1,lose,Southampton,-2,lose,Sheffield,-2,win,Burnley,1,6.7,lose,Man City,-5,4.8,draw,Brighton,0,6.7
Jed Steer,Aston Villa,Goalkeeper,27,2019/20,70,Calf injury,11-Nov-19,15-Jun-20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Newcastle,2,draw,Man United,0,lose,Chelsea,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Anwar El Ghazi,Aston Villa,Right winger,24,2019/20,75,Knee injury,2-Dec-19,7-Dec-19,draw,Man United,0,5.8,win,Newcastle,2,7,win,Wolves,1,6.2,lose,Chelsea,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Sheffield,2,5.6,lose,Southampton,-2,5.8,win,Norwich City,1,6.2
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Muscle strain,28-Jun-20,11-Jul-20,lose,Wolves,-1,6.3,draw,Newcastle,0,6.6,lose,Chelsea,-1,7.1,lose,Liverpool,-2,lose,Man United,-3,N.A.,N.A.,N.A.,draw,Everton,0,6.6,win,Arsenal,1,6.7,draw,West Ham,0,6
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Hamstring injury,31-Dec-19,17-Jan-20,lose,Southampton,-2,6,lose,Watford,-3,6.7,win,Norwich City,1,6.2,win,Burnley,1,lose,Man City,-5,N.A.,N.A.,N.A.,lose,Southampton,-2,6.4,draw,Brighton,0,6.7,win,Watford,1,6.8
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Hamstring injury,29-Aug-19,24-Sep-19,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Crystal Palace,-1,draw,West Ham,0,win,Arsenal,-1,draw,Burnley,0,6.9,win,Norwich City,4,6.8,win,Brighton,1,8.7
Jack Grealish,Aston Villa,Left winger,24,2019/20,80,Calf injury,27-Oct-19,24-Nov-19,lose,Man City,-3,5.8,win,Brighton,1,9.5,win,Norwich City,4,8.2,lose,Liverpool,-1,lose,Wolves,-1,N.A.,N.A.,N.A.,win,Newcastle,2,8.6,draw,Man United,0,7.8,lose,Chelsea,-1,6.5
Neil Taylor,Aston Villa,Left Back,31,2019/20,70,Hamstring injury,13-Jul-20,25-Jul-20,draw,West Ham,0,6.7,lose,Man United,-3,6.3,lose,Liverpool,-2,7.1,win,Crystal Palace,2,draw,Everton,0,win,Arsenal,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Björn Engels,Aston Villa,Center Back,25,2019/20,76,Groin injury,3-Nov-19,30-Nov-19,lose,Liverpool,-1,5.8,lose,Man City,-3,4.7,win,Brighton,1,6.1,lose,Wolves,-1,win,Newcastle,2,draw,Man United,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Leicester,-3,5.5
Tom Heaton,Aston Villa,Goalkeeper,34,2019/20,83,Cruciate ligament injury,1-Jan-20,7-Nov-20,lose,Watford,-3,5.9,win,Norwich City,1,7.8,lose,Southampton,-2,6.3,win,Burnley,1,lose,Man City,-5,draw,Brighton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Tom Heaton,Aston Villa,Goalkeeper,34,2019/20,83,Calf strain,10-Nov-19,25-Nov-19,lose,Liverpool,-1,6,win,Brighton,1,7,lose,Man City,-3,6.3,lose,Wolves,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Newcastle,2,7.8,draw,Man United,0,6.2,lose,Chelsea,-1,7.7
Matty Cash,Aston Villa,Right Back,24,2020/21,77,Hamstring injury,18-Feb-21,"Mar 7, 0202",draw,Brighton,0,6,win,Arsenal,1,6.7,lose,West Ham,-2,5.5,lose,Leicester,-1,win,Leeds,-1,lose,Sheffield,-1,N.A.,N.A.,N.A.,N.A.,lose,Tottenham,-2,6.3,win,Fulham,2,6.2
Ezri Konsa,Aston Villa,Center Back,23,2020/21,77,bruise,13-Dec-20,25-Dec-20,win,Wolves,1,6.4,lose,West Ham,-1,6.4,lose,Brighton,-1,7.3,draw,Burnley,0,win,West Brom,3,N.A.,N.A.,N.A.,win,Crystal Palace,3,6(S),draw,Chelsea,0,6.1,lose,Man United,-1,5.9
Kortney Hause,Aston Villa,Center Back,25,2020/21,74,Ankle injury,3-Jan-21,5-Apr-21,N.A.,N.A.,N.A.,N.A.,draw,Chelsea,0,6.4,win,Crystal Palace,3,7.4,lose,Man City,-2,win,Newcastle,2,lose,Burnley,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Bertrand Traoré,Aston Villa,Right winger,24,2020/21,76,Bruised ribs,2-Nov-20,20-Nov-20,lose,Southampton,-1,5.2,lose,Leeds,-3,5.6(S),N.A.,N.A.,N.A.,N.A.,win,Arsenal,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brighton,-1,7.4(S),lose,West Ham,-1,6.2(S),win,Wolves,1,6.2
Douglas Luiz,Aston Villa,Central Midfielder,23,2020/21,76,Hamstring injury,25-Oct-20,25-Nov-20,lose,Leeds,-3,6.1,win,Leicester,1,6.5,win,Liverpool,5,6.2,lose,Brighton,-1,lose,Southampton,-1,win,Arsenal,3,lose,West Ham,-1,7.4,win,Wolves,-1,6.4,draw,Burnley,0,6.3
